MatchDate,team,opponent,HomeOrAway,WinOrLoss04/17/2016,mem,sas,0,0
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
04/24/2016,sas,mem,0,1
04/17/2016,mem,sas,0,0
04/19/2016,mem,sas,0,0
04/22/2016,sas,mem,0,1
